vecino,dia
0,3
1,7
2,1
3,2
4,8
5,4
6,2
7,7
8,1
9,6
10,1
11,3
12,1
13,8
14,5
15,6
16,2
17,8
18,5
19,6
20,4
21,7
22,4
23,5
24,3
